Address with post code (Gas Stations),Address,City,Post Code,Franchise (or private),Highway,Link
"2364 Ócsa, Üllői utca 41 (mol-partner)","Ócsa, Üllői utca 41",Ócsa,2364,mol-partner,0,https://holtankoljak.net/mol-partner_ocsa_ulloiutca41
"4400 Nyíregyháza, Debreceni út 99. (omv)","Nyíregyháza, Debreceni út 99.",Nyíregyháza,4400,omv,0,https://holtankoljak.net/omv_Nyiregyhaza_Debreceniut99
"8154 Polgárdi, hrsz. 05/9 (avia)","Polgárdi, hrsz. 05/9",Polgárdi,8154,avia,0,https://holtankoljak.net/avia_Polgardi_hrsz059
"5540 Szarvas, Csabai út 9. (shell)","Szarvas, Csabai út 9.",Szarvas,5540,shell,0,https://holtankoljak.net/shell_Szarvas_Csabaiut9
"8230 Balatonfűred, Széchenyi út 11. (shell)","Balatonfűred, Széchenyi út 11.",Balatonfűred,8230,shell,0,https://holtankoljak.net/shell_Balatonfured_Szechenyiut11
"3100 Salgótarján, Fürdő út 1 (shell)","Salgótarján, Fürdő út 1",Salgótarján,3100,shell,0,https://holtankoljak.net/shell_Salgotarjan_Furdout1
"2890 Tata, 1. sz. autóút 0419/8 (omv)","Tata, 1. sz. autóút 0419/8",Tata,2890,omv,0,https://holtankoljak.net/omv_Tata_1szautout04198
"5125 Pusztamonostor, 32-es Főút (lukoil)","Pusztamonostor, 32-es Főút",Pusztamonostor,5125,lukoil,0,https://holtankoljak.net/lukoil_pusztamonostor_32-esfout
"2365 Inárcs, M5 autópálya 82. kmsz. bal (omv)","Inárcs, M5 autópálya 82. kmsz. bal",Inárcs,2365,omv,1,https://holtankoljak.net/omv_Inarcs_M5autopalya82kmszbal
"4400 Nyíregyháza, Pazonyi út 36. (shell)","Nyíregyháza, Pazonyi út 36.",Nyíregyháza,4400,shell,0,https://holtankoljak.net/shell_Nyiregyhaza_Pazonyiut36
"3300 Eger, Mátyás király út (mol)","Eger, Mátyás király út",Eger,3300,mol,0,https://holtankoljak.net/mol_Eger_Matyaskiralyut
"6200 Kiskőrös, Petőfi S. u. 94. (mol)","Kiskőrös, Petőfi S. u. 94.",Kiskőrös,6200,mol,0,https://holtankoljak.net/mol_Kiskoros_PetofiSu94
"8000 Székesfehérvár, Kadocsa út 86. (omv)","Székesfehérvár, Kadocsa út 86.",Székesfehérvár,8000,omv,0,https://holtankoljak.net/omv_Szekesfehervar_Kadocsaut86
"8157 Fűle, M7 Autópálya 83 km (Észak)(Lepsény) (mol)","Fűle, M7 Autópálya 83 km",Fűle,8157,mol,1,https://holtankoljak.net/mol_fule_m7autopalya83kmeszaklepseny
"7940 Szentlőrinc, Törökföld u. (mol)","Szentlőrinc, Törökföld u.",Szentlőrinc,7940,mol,0,https://holtankoljak.net/mol_Szentlorinc_Torokfoldu
"4300 Nyírbátor, Szentvér út 41. (magán)","Nyírbátor, Szentvér út 41.",Nyírbátor,4300,magán,0,https://holtankoljak.net/magan_Nyirbator_Szentverut41
"7624 Pécs, Szigeti út  (mol)","Pécs, Szigeti út",Pécs,7624,mol,0,https://holtankoljak.net/mol_Pecs_Szigetiut
"7150 Bonyhád, Kossuth Lajos u. 79. (Bonyhád elkerülő út) (mol)","Bonyhád, Kossuth Lajos u. 79.",Bonyhád,7150,mol,0,https://holtankoljak.net/mol_bonyhad_kossuthlajosu79bonyhadelkerulout
"7212 Kocsola, 61. sz. főút és Dombóvári u. kereszteződés (omv)","Kocsola, 61. sz. főút és Dombóvári u. kereszteződés",Kocsola,7212,omv,0,https://holtankoljak.net/omv_Kocsola_61szfoutesDombovariukeresztezodes
"8100 Várpalota, Veszprémi út 160. 8-as főút (mol)","Várpalota, Veszprémi út 160. 8-as főút",Várpalota,8100,mol,0,https://holtankoljak.net/mol_varpalota_veszpremiut1608-asfout
"7020 Dunaföldvár, Vak Bottyán tér 15. (Mobil Petrol)","Dunaföldvár, Vak Bottyán tér 15.",Dunaföldvár,7020,Mobil Petrol,0,https://holtankoljak.net/Mobil_Petrol_Dunafoldvar_VakBottyanter15
"5600 Békéscsaba, Berényi út 121. (shell)","Békéscsaba, Berényi út 121.",Békéscsaba,5600,shell,0,https://holtankoljak.net/shell_Bekescsaba_Berenyiut121
"8151 Szabadbattyán, 09/5 hrsz. (avia)","Szabadbattyán, 09/5 hrsz.",Szabadbattyán,8151,avia,0,https://holtankoljak.net/avia_Szabadbattyan_095hrsz
"9600 Sárvár, Feketehíd út- Deák Ferenc út (shell)","Sárvár, Feketehíd út- Deák Ferenc út",Sárvár,9600,shell,0,https://holtankoljak.net/shell_sarvar_feketehidut-deakferencut
"2060 Bicske, Botond tér  (mol)","Bicske, Botond tér",Bicske,2060,mol,0,https://holtankoljak.net/mol_Bicske_Botondter
"9700 Szombathely, Viktória út 1. (mol)","Szombathely, Viktória út 1.",Szombathely,9700,mol,0,https://holtankoljak.net/mol_Szombathely_Viktoriaut1
"1039 Budapest III, Királyok útja 178. (omv)","Budapest III, Királyok útja 178.",Budapest III,1039,omv,0,https://holtankoljak.net/omv_budapest_iii_kiralyokutja178
"9200 Mosonmagyaróvár, Halászi út 0139/3 Hrsz.  (mol)","Mosonmagyaróvár, Halászi út 0139/3 Hrsz.",Mosonmagyaróvár,9200,mol,0,https://holtankoljak.net/mol_Mosonmagyarovar_Halasziut01393Hrsz
"9024 Győr, Vasvári Pál u. 1. (MOL Partner+)","Győr, Vasvári Pál u. 1.",Győr,9024,MOL Partner+,0,https://holtankoljak.net/MOL_Partner+_Gyor_VasvariPalu1
"2063 Óbarok, M 1 43. km bal (omv)","Óbarok, M 1 43. km bal",Óbarok,2063,omv,0,https://holtankoljak.net/omv_obarok_m143kmbal#tartalom
"9222 Hegyeshalom, Fő út 1. (mol)","Hegyeshalom, Fő út 1.",Hegyeshalom,9222,mol,0,https://holtankoljak.net/mol_Hegyeshalom_Fout1
"3508 Miskolc, Pesti út II. (kijövő) (mol)","Miskolc, Pesti út II.",Miskolc,3508,mol,0,https://holtankoljak.net/mol_miskolc_pestiutiikijovo#tartalom
"9300 Csorna, Soproni út 66/k (oil)","Csorna, Soproni út 66/k",Csorna,9300,oil,0,https://holtankoljak.net/oil_Csorna_Soproniut66k
"4600 Kisvárda, Városmajor út 72. (shell)","Kisvárda, Városmajor út 72.",Kisvárda,4600,shell,0,https://holtankoljak.net/shell_Kisvarda_Varosmajorut72
"8800 Nagykanizsa, Elkerülő út - Garai út 17. (mol)","Nagykanizsa, Elkerülő út - Garai út 17.",Nagykanizsa,8800,mol,0,https://holtankoljak.net/mol_nagykanizsa_elkerulout-garaiut17#tartalom
"2800 Tatabánya, Erdész út D. (magán)","Tatabánya, Erdész út D.",Tatabánya,2800,magán,0,https://holtankoljak.net/magan_Tatabanya_ErdeszutD
"2170 Aszód, Pesti út 3.  (mol)","Aszód, Pesti út 3.",Aszód,2170,mol,0,https://holtankoljak.net/mol_Aszod_Pestiut3
"2890 Tata, Faller Jenő út 3. MOL Partner (MOL Partner)","Tata, Faller Jenő út 3. MOL Partner",Tata,2890,MOL Partner,0,https://holtankoljak.net/MOL_Partner_Tata_FallerJenout3MOLPartner
"7020 Dunaföldvár, Paksi út 125/a. (omv)","Dunaföldvár, Paksi út 125/a.",Dunaföldvár,7020,omv,0,https://holtankoljak.net/omv_Dunafoldvar_Paksiut125a
"1134 Budapest XIII, Váci út 19. (mol)","Budapest XIII, Váci út 19.",Budapest XIII,1134,mol,0,https://holtankoljak.net/mol_Budapest_Vaciut19
"1044 Budapest IV, Váci út 77. - Megyeri út sarok (omv)","Budapest IV, Váci út 77. - Megyeri út sarok",Budapest IV,1044,omv,0,https://holtankoljak.net/omv_budapest_iv_vaciut77-megyeriutsarok
"4220 Hajdúböszörmény, Tessedik S. u. 2. (shell)","Hajdúböszörmény, Tessedik S. u. 2.",Hajdúböszörmény,4220,shell,0,https://holtankoljak.net/shell_Hajduboszormeny_TessedikSu2
"5300 Karcag, Gyarmati u. (mol)","Karcag, Gyarmati u.",Karcag,5300,mol,0,https://holtankoljak.net/mol_Karcag_Gyarmatiu
"6000 Kecskemét, Talfája 1. (shell)","Kecskemét, Talfája 1.",Kecskemét,6000,shell,0,https://holtankoljak.net/shell_Kecskemet_Talfaja1
"2092 Budakeszi, Bianka utca 1. ZONE Bevásárlópark (Oranges Oil Company)","Budakeszi, Bianka utca 1. ZONE Bevásárlópark",Budakeszi,2092,Oranges Oil Company,0,https://holtankoljak.net/Oranges_Oil_Company_Budakeszi_Biankautca1ZONEBevasarlopark
"2220 Vecsés, M0 I. (jobb) - Alacskai pihenő (mol)","Vecsés, M0 I.",Vecsés,2220,mol,1,https://holtankoljak.net/mol_vecses_m0ijobb-alacskaipiheno
"7140 Bátaszék, M6 autópálya 166.km hrsz: 120/118 jobb (omv)","Bátaszék, M6 autópálya 166.km hrsz: 120/118 jobb",Bátaszék,7140,omv,1,https://holtankoljak.net/omv_bataszek_m6autopalya166kmhrsz120118jobb
"1113 Budapest XI, Nagyszőlős u. 47-49. (4566/2 hrsz.) (mol)","Budapest XI, Nagyszőlős u. 47-49.",Budapest XI,1113,mol,0,https://holtankoljak.net/mol_budapest_nagyszolosu47-4945662hrsz
"9081 Győrújbarát, M1 Autópálya 119. km (Arrabóna) (mol)","Győrújbarát, M1 Autópálya 119. km",Győrújbarát,9081,mol,1,https://holtankoljak.net/mol_gyorujbarat_m1autopalya119kmarrabona#tartalom
"8172 Balatonvilágos, 71 sz. főút (lukoil)","Balatonvilágos, 71 sz. főút",Balatonvilágos,8172,lukoil,0,https://holtankoljak.net/lukoil_Balatonvilagos_71szfout
"2063 Óbarok, M1 autópálya 43. km bal oldal (Autohof Óbarok)","Óbarok, M1 autópálya 43. km bal oldal",Óbarok,2063,Autohof Óbarok,1,https://holtankoljak.net/omv_obarok_m143kmbal
"2112 Veresegyház, Fő u. 2/2. (omv)","Veresegyház, Fő u. 2/2.",Veresegyház,2112,omv,0,https://holtankoljak.net/omv_Veresegyhaz_Fou22
"2100 Gödöllő, 3. sz. Főút Ipari Park, Pattantyús Ábrahám krt. 4. (mol)","Gödöllő, 3. sz. Főút Ipari Park, Pattantyús Ábrahám krt. 4.",Gödöllő,2100,mol,0,https://holtankoljak.net/mol_godollo_3szfoutipariparkpattantyusabrahamkrt4
"9099 Pér, Fehérvári út 086/14 hrsz (lukoil)","Pér, Fehérvári út 086/14 hrsz",Pér,9099,lukoil,0,https://holtankoljak.net/lukoil_Per_Fehervariut08614hrsz
"2500 Esztergom, Dorogi út (111.sz.fkl út) (mol)","Esztergom, Dorogi út",Esztergom,2500,mol,0,https://holtankoljak.net/mol_esztergom_dorogiut111szfklut
"7396 Magyarszék, külterület 0134/3 hrsz (66-os út mellett) (tele-tank)","Magyarszék, külterület 0134/3 hrsz",Magyarszék,7396,tele-tank,0,https://holtankoljak.net/tele-tank_magyarszek_kulterulet01343hrsz66-osutmellett
"4471 Gávavencsellő, Petőfi Sándor u. 53.  (mol)","Gávavencsellő, Petőfi Sándor u. 53.",Gávavencsellő,4471,mol,0,https://holtankoljak.net/mol_Gavavencsello_PetofiSandoru53
"2310 Szigetszentmiklós, Csepeli út 0188/80 hrsz (lukoil)","Szigetszentmiklós, Csepeli út 0188/80 hrsz",Szigetszentmiklós,2310,lukoil,0,https://holtankoljak.net/lukoil_Szigetszentmiklos_Csepeliut018880hrsz
"2310 Szigetszentmiklós, II. Rákóczi Ferenc út 12. (shell)","Szigetszentmiklós, II. Rákóczi Ferenc út 12.",Szigetszentmiklós,2310,shell,0,https://holtankoljak.net/shell_Szigetszentmiklos_IIRakocziFerencut12
"9436 Fertőszéplak, Nagy Lajos utca 87. (oil)","Fertőszéplak, Nagy Lajos utca 87.",Fertőszéplak,9436,oil,0,https://holtankoljak.net/oil_Fertoszeplak_NagyLajosutca87
"3100 Salgótarján, Rákóczi út 182. (omv)","Salgótarján, Rákóczi út 182.",Salgótarján,3100,omv,0,https://holtankoljak.net/omv_Salgotarjan_Rakocziut182
"2120 Dunakeszi, 2 sz. fõút (lukoil)","Dunakeszi, 2 sz. fõút",Dunakeszi,2120,lukoil,0,https://holtankoljak.net/lukoil_dunakeszi_2szf#tartalom
"5600 Békéscsaba, Szarvasi út 16-18. (omv)","Békéscsaba, Szarvasi út 16-18.",Békéscsaba,5600,omv,0,https://holtankoljak.net/omv_bekescsaba_szarvasiut16-18
"2700 Cegléd, Malomtószél u. 13-23. (shell)","Cegléd, Malomtószél u. 13-23.",Cegléd,2700,shell,0,https://holtankoljak.net/shell_cegled_malomtoszelu13-23#tartalom
"8800 Nagykanizsa, Virág Benedek u. 4. (omv)","Nagykanizsa, Virág Benedek u. 4.",Nagykanizsa,8800,omv,0,https://holtankoljak.net/omv_Nagykanizsa_ViragBenedeku4
"9900 Körmend, Rákóczi Ferenc út  (mol)","Körmend, Rákóczi Ferenc út",Körmend,9900,mol,0,https://holtankoljak.net/mol_Kormend_RakocziFerencut
"6080 Szabadszállás, Petőfi Sándor út 19.  (mol)","Szabadszállás, Petőfi Sándor út 19.",Szabadszállás,6080,mol,0,https://holtankoljak.net/mol_Szabadszallas_PetofiSandorut19
"9700 Szombathely, Márkus Emília utca 10. (mol)","Szombathely, Márkus Emília utca 10.",Szombathely,9700,mol,0,https://holtankoljak.net/mol_Szombathely_MarkusEmiliautca10
"3373 Besenyőtelek, HRSZ. 0297. (magán)","Besenyőtelek, HRSZ. 0297.",Besenyőtelek,3373,magán,0,https://holtankoljak.net/magan_Besenyotelek_HRSZ0297
"7700 Mohács, Újváros, 57. sz. főút (3403/103.hrsz) (shell)","Mohács, Újváros, 57. sz. főút",Mohács,7700,shell,0,https://holtankoljak.net/shell_mohacs_ujvaros57szfout3403103hrsz
"9027 Győr, Budai út (Mártírok u.)  (mol)","Győr, Budai út",Győr,9027,mol,0,https://holtankoljak.net/mol_gyor_budaiutmartiroku#tartalom
"2882 Kerékteleki, Külterület 81. számú főút (MOL)","Kerékteleki, Külterület 81. számú főút",Kerékteleki,2882,MOL,0,https://holtankoljak.net/MOL_Kerekteleki_Kulterulet81szamufout
"1125 Budapest XII, Istenhegyi u.55. (XII.) (mol)","Budapest XII, Istenhegyi u.55.",Budapest XII,1125,mol,0,https://holtankoljak.net/mol_budapest_istenhegyiu55xii
"5400 Mezőtúr, Széchenyi u. 23. (magán kút)","Mezőtúr, Széchenyi u. 23.",Mezőtúr,5400,magán kút,0,https://holtankoljak.net/magan_kut_Mezotur_Szechenyiu23
"2473 Vál, M7, Kajászó (Váli Dél) (omv)","Vál, M7, Kajászó",Vál,2473,omv,1,https://holtankoljak.net/omv_val_m7kajaszovalieszak#tartalom
"9970 Szentgotthárd, 8-as út (Szentgotthárd 0355/51 hrsz) Rábafüzes (lukoil)","Szentgotthárd, 8-as út",Szentgotthárd,9970,lukoil,0,https://holtankoljak.net/lukoil_szentgotthard_8-asutszentgotthard035551hrszrabafuzes#tartalom
"8000 Székesfehérvár, Seregélyesi út 113. (mol)","Székesfehérvár, Seregélyesi út 113.",Székesfehérvár,8000,mol,0,https://holtankoljak.net/mol_Szekesfehervar_Seregelyesiut113
"1103 Budapest X, Sibrik-Gyömrői sarok (mobil-petrol)","Budapest X, Sibrik-Gyömrői sarok",Budapest X,1103,mobil-petrol,0,https://holtankoljak.net/mobil-petrol_budapest_x_sibrik-gyomroisarok
"2143 Kistarcsa, Szabadság u. 56. (omv)","Kistarcsa, Szabadság u. 56.",Kistarcsa,2143,omv,0,https://holtankoljak.net/omv_Kistarcsa_Szabadsagu56
"3759 Aggtelek, Kossuth L. u. hrsz 1/2 (Karszt Petrol)","Aggtelek, Kossuth L. u. hrsz 1/2",Aggtelek,3759,Karszt Petrol,0,https://holtankoljak.net/Karszt_Petrol_Aggtelek_KossuthLuhrsz12
"2220 Vecsés, M0 II. (bal) - Alacskai pihenő (mol)","Vecsés, M0 II.",Vecsés,2220,mol,1,https://holtankoljak.net/mol_vecses_m0iibal-alacskaipiheno
"2151 Fót, Keleti Márton utca 7/a. (oil)","Fót, Keleti Márton utca 7/a.",Fót,2151,oil,0,https://holtankoljak.net/oil_Fot_KeletiMartonutca7a
"1027 Budapest II, Tölgyfa u. 1-3. (omv)","Budapest II, Tölgyfa u. 1-3.",Budapest II,1027,omv,0,https://holtankoljak.net/omv_budapest_ii_tolgyfau1-3
"2191 Bag, Dózsa György út 2. (omv)","Bag, Dózsa György út 2.",Bag,2191,omv,0,https://holtankoljak.net/omv_Bag_DozsaGyorgyut2
"2030 Érd, Erika u. 1. (mobil-petrol)","Érd, Erika u. 1.",Érd,2030,mobil-petrol,0,https://holtankoljak.net/mobil-petrol_erd_Erikau1
"4800 Vásárosnamény, Ilki út 1. (magán)","Vásárosnamény, Ilki út 1.",Vásárosnamény,4800,magán,0,https://holtankoljak.net/magan_Vasarosnameny_Ilkiut1
"5600 Békéscsaba, Bartók Béla út 42-44. (HMT Petrol)","Békéscsaba, Bartók Béla út 42-44.",Békéscsaba,5600,HMT Petrol,0,https://holtankoljak.net/hmt_petrol_bekescsaba_bartokbelaut42-44#tartalom
"1116 Budapest XI, Hunyadi János út 2. (XI.) (mol)","Budapest XI, Hunyadi János út 2.",Budapest XI,1116,mol,0,https://holtankoljak.net/mol_budapest_hunyadijanosut2xi
"6640 Csongrád, Fő utca 65. (omv)","Csongrád, Fő utca 65.",Csongrád,6640,omv,0,https://holtankoljak.net/omv_Csongrad_Foutca65
"2943 Bábolna, Bábolna - Concó pihenő dél, M1 autópálya 39. kmsz bal (omv)","Bábolna, Bábolna - Concó pihenő dél, M1 autópálya 39. kmsz bal",Bábolna,2943,omv,1,https://holtankoljak.net/omv_babolna_babolna-concopihenodelm1autopalya39kmszbal
"2120 Dunakeszi, Nádas u. 6. (auchan)","Dunakeszi, Nádas u. 6.",Dunakeszi,2120,auchan,0,https://holtankoljak.net/auchan_Dunakeszi_Nadasu6
"9081 Győrújbarát, Széchenyi körút 701. hrsz. (magán)","Győrújbarát, Széchenyi körút 701. hrsz.",Győrújbarát,9081,magán,0,https://holtankoljak.net/magan_Gyorujbarat_Szechenyikorut701hrsz
"2191 Bag, M3 autópálya 39. km lehajtó (Ipari Park) 2191 (mobil-petrol)","Bag, M3 autópálya 39. km lehajtó",Bag,2191,mobil-petrol,1,https://holtankoljak.net/mobil-petrol_bag_m3autopalya39kmlehajtoiparipark2191
"2100 Gödöllő, Dózsa György út 61. (mol)","Gödöllő, Dózsa György út 61.",Gödöllő,2100,mol,0,https://holtankoljak.net/mol_Godollo_DozsaGyorgyut61
"8700 Marcali, Berzsenyi utca 97. (avia)","Marcali, Berzsenyi utca 97.",Marcali,8700,avia,0,https://holtankoljak.net/avia_Marcali_Berzsenyiutca97
"6087 Dunavecse, Fő út 120. 510 számú fő út (mobil-petrol)","Dunavecse, Fő út 120. 510 számú fő út",Dunavecse,6087,mobil-petrol,0,https://holtankoljak.net/mobil-petrol_Dunavecse_Fout120510szamufout
"1191 Budapest XIX, Ady Endre út 22-26. (mol)","Budapest XIX, Ady Endre út 22-26.",Budapest XIX,1191,mol,0,https://holtankoljak.net/mol_budapest_adyendreut22-26
"8261 Badacsonytomaj, 71.sz. föút  (mol)","Badacsonytomaj, 71.sz. föút",Badacsonytomaj,8261,mol,0,https://holtankoljak.net/mol_Badacsonytomaj_71szfout
"8900 Zalaegerszeg, Balatoni út 2735/1 hrsz. (shell)","Zalaegerszeg, Balatoni út 2735/1 hrsz.",Zalaegerszeg,8900,shell,0,https://holtankoljak.net/shell_Zalaegerszeg_Balatoniut27351hrsz
"1221 Budapest XXII, Hajó út, Ártér u. 5. (omv)","Budapest XXII, Hajó út, Ártér u. 5.",Budapest XXII,1221,omv,0,https://holtankoljak.net/omv_budapest_xxii_hajoutarteru5
"9700 Szombathely, Körmendi út 92. (avia)","Szombathely, Körmendi út 92.",Szombathely,9700,avia,0,https://holtankoljak.net/avia_Szombathely_Kormendiut92
"2200 Monor, 4.sz. fkl. út (Katalin Csárda)  (mol)","Monor, 4.sz. fkl. út",Monor,2200,mol,0,https://holtankoljak.net/mol_monor_4szfklutkatalincsarda#tartalom
"3100 Salgótarján, Rákóczi út 77-89. (mol)","Salgótarján, Rákóczi út 77-89.",Salgótarján,3100,mol,0,https://holtankoljak.net/mol_salgotarjan_rakocziut77-89
"3300 Eger, Mátyás király út 134. (omv)","Eger, Mátyás király út 134.",Eger,3300,omv,0,https://holtankoljak.net/omv_Eger_Matyaskiralyut134
"2045 Törökbálint, Park u. 1. (shell)","Törökbálint, Park u. 1.",Törökbálint,2045,shell,0,https://holtankoljak.net/shell_Torokbalint_Parku1
"3700 Kazincbarcika, Mucsonyi út 1. (mol)","Kazincbarcika, Mucsonyi út 1.",Kazincbarcika,3700,mol,0,https://holtankoljak.net/mol_Kazincbarcika_Mucsonyiut1
"1215 Budapest XXI, Védgát utca 47. (omv)","Budapest XXI, Védgát utca 47.",Budapest XXI,1215,omv,0,https://holtankoljak.net/omv_Budapest_Vedgatutca47
"2651 Rétság, 2.sz. fkl. út  (mol)","Rétság, 2.sz. fkl. út",Rétság,2651,mol,0,https://holtankoljak.net/mol_Retsag_2szfklut
"6449 Mélykút, Kúriák dűlő 1. (Majorkakút)","Mélykút, Kúriák dűlő 1.",Mélykút,6449,Majorkakút,0,https://holtankoljak.net/Majorkakut_Melykut_Kuriakdulo1
"9200 Mosonmagyaróvár, Szent István király út 170. (shell)","Mosonmagyaróvár, Szent István király út 170.",Mosonmagyaróvár,9200,shell,0,https://holtankoljak.net/shell_Mosonmagyarovar_SzentIstvankiralyut170
"8675 Andocs, Ady Endre u. 206/5 hrsz. (avia)","Andocs, Ady Endre u. 206/5 hrsz.",Andocs,8675,avia,0,https://holtankoljak.net/avia_Andocs_AdyEndreu2065hrsz
"2049 Diósd, Balatoni út 11. (mol)","Diósd, Balatoni út 11.",Diósd,2049,mol,0,https://holtankoljak.net/mol_Diosd_Balatoniut11
"1118 Budapest XI, Budaörsi út 118. (shell)","Budapest XI, Budaörsi út 118.",Budapest XI,1118,shell,0,https://holtankoljak.net/shell_budapest_xi_budaorsiut118
"7630 Pécs, Pécsváradi út 12. (mol)","Pécs, Pécsváradi út 12.",Pécs,7630,mol,0,https://holtankoljak.net/mol_Pecs_Pecsvaradiut12
"8300 Tapolca, Keszthelyi u. 8 (mol)","Tapolca, Keszthelyi u. 8",Tapolca,8300,mol,0,https://holtankoljak.net/mol_Tapolca_Keszthelyiu8
"1082 Budapest VIII, Futó u. (mol)","Budapest VIII, Futó u.",Budapest VIII,1082,mol,0,https://holtankoljak.net/mol_Budapest_Futou
"7044 Nagydorog, Kossuth L. u. 122. (MOL Partner+)","Nagydorog, Kossuth L. u. 122.",Nagydorog,7044,MOL Partner+,0,https://holtankoljak.net/MOL_Partner+_Nagydorog_KossuthLu122
"6421 Kisszállás, V. körzet 30. (Majorkakút)","Kisszállás, V. körzet 30.",Kisszállás,6421,Majorkakút,0,https://holtankoljak.net/Majorkakut_Kisszallas_Vkorzet30
"3600 Ózd, Vasvár út (25 -ös út) (mol)","Ózd, Vasvár út",Ózd,3600,mol,0,https://holtankoljak.net/mol_ozd_vasvarut25-osut
"2234 Maglód, Eszterházy János u. 1. (auchan)","Maglód, Eszterházy János u. 1.",Maglód,2234,auchan,0,https://holtankoljak.net/auchan_Maglod_EszterhazyJanosu1
"2144 Kerepes, Szabadság út  (mol)","Kerepes, Szabadság út",Kerepes,2144,mol,0,https://holtankoljak.net/mol_Kerepes_Szabadsagut
"6411 Zsana, 0157/2 hrsz. 5408 számú út mellett (magán kút)","Zsana, 0157/2 hrsz. 5408 számú út mellett",Zsana,6411,magán kút,0,https://holtankoljak.net/magan_kut_Zsana_01572hrsz5408szamuutmellett
"3718 Megyaszó, Monoki u. 2. (FUEL Üzemanyagtöltő Állomás há)","Megyaszó, Monoki u. 2.",Megyaszó,3718,FUEL Üzemanyagtöltő Állomás há,0,https://holtankoljak.net/FUEL_uzemanyagtolto_allomas_ha_Megyaszo_Monokiu2
"4532 Nyírtura, Újmajori út 10. (Oplus benzinkút)","Nyírtura, Újmajori út 10.",Nyírtura,4532,Oplus benzinkút,0,https://holtankoljak.net/oplus_benzinkut_nyirtura_ujmajoriut10
"3000 Hatvan, Rákóczi út 101 (mol)","Hatvan, Rákóczi út 101",Hatvan,3000,mol,0,https://holtankoljak.net/mol_Hatvan_Rakocziut101
"4075 Görbeháza, M3 I. észak (182,5-ös km kő, hrsz: 0437/8) (mol)","Görbeháza, M3 I. észak",Görbeháza,4075,mol,1,https://holtankoljak.net/mol_gorbehaza_m3ieszak1825-oskmkohrsz04378
"1033 Budapest III, Szentendrei út 100. (mol)","Budapest III, Szentendrei út 100.",Budapest III,1033,mol,0,https://holtankoljak.net/mol_Budapest_Szentendreiut100
"6320 Solt, Földvári út 97-99. (52. sz főút déli oldal) 5041 hrsz. (magán kút)","Solt, Földvári út 97-99.",Solt,6320,magán kút,0,https://holtankoljak.net/magan_kut_solt_foldvariut97-9952szfoutdelioldal5041hrsz
"8800 Nagykanizsa, Magyar utca 166. (mol-partner)","Nagykanizsa, Magyar utca 166.",Nagykanizsa,8800,mol-partner,0,https://holtankoljak.net/mol-partner_Nagykanizsa_Magyarutca166
