City_for_merge,lakasallomany,Kiskereskedelmiuzletek,munkanelkuliek1564,jarandosag,szjakepezojovegylakos,kulfoldreingazok,ivoviz,foglalkoztatottak1564,ezerlakosadozo,szemelygepkocsiezerlakos,gazdasagszam,ingazasikulonbozet,szjaalapperfo,helybenfoglalkoztatottak
Gyanógeregye,448,70.0,6.3,28.7,1888,2.0,100.0,61.5,607,482.5,13.0,83.0,3109,16.7
Sé,352,36.0,5.5,19.3,2276,11.4,100.2,63.0,509,556.1,11.0,7.0,4476,27.4
Acsád,285,47.0,4.0,39.7,1482,1.8,100.0,63.3,380,336.4,15.0,7.0,3897,49.0
Gencsapáti,357,29.0,4.6,23.3,2106,7.9,100.1,63.3,525,515.8,77.0,2.0,4009,46.1
Bozzai,407,34.0,7.5,27.6,1678,5.0,98.3,64.9,523,420.9,6.0,53.0,3205,31.6
Nemeskolta,416,29.0,4.0,26.7,2098,1.6,97.2,65.2,569,485.5,14.0,38.0,3687,15.4
Somogyacsa,1248,75.0,16.7,30.8,509,,95.8,33.3,357,428.6,31.0,38.0,1425,26.9
Fiad,1145,145.0,22.4,52.2,664,,98.7,35.3,395,608.7,8.0,34.0,1682,31.0
Zala,492,,5.4,30.6,1458,,87.7,57.5,483,459.7,30.0,53.0,3015,10.5
Sérsekszőlős,462,77.0,8.7,27.7,1357,,96.7,60.6,532,623.1,26.0,32.0,2549,38.7
Somogydöröcske,802,83.0,19.8,24.8,1278,,99.0,38.4,456,380.2,11.0,83.0,2805,25.0
Bábonymegyer,450,100.0,8.0,22.4,1195,0.5,96.7,48.3,481,434.1,25.0,8.0,2485,37.7
Lulla,482,152.0,3.9,33.5,1094,,94.7,50.4,543,522.8,38.0,25.0,2015,37.5
Andocs,464,119.0,9.9,22.3,1091,0.6,97.6,49.0,460,407.7,61.0,5.0,2372,14.6
Törökkoppány,475,63.0,9.0,23.2,1379,,97.4,60.1,506,324.3,48.0,9.0,2726,23.0
Torvaj,720,150.0,22.8,24.5,1171,,86.8,43.1,498,570.0,17.0,,2352,
Tab,458,183.0,5.5,31.4,1664,1.3,96.6,61.3,507,428.1,168.0,0.0,3283,43.4
Somogyegres,775,188.0,15.6,28.1,1086,,90.3,46.1,444,431.3,25.0,42.0,2444,33.3
Zics,537,129.0,9.6,27.5,859,,94.0,45.6,442,407.8,23.0,34.0,1945,20.7
Somogymeggyes,460,62.0,10.0,26.3,1023,,96.9,42.1,446,331.3,28.0,22.0,2292,22.2
Bedegkér,541,109.0,8.0,23.8,1043,,87.9,37.3,473,306.0,38.0,22.0,2204,17.8
Kánya,531,100.0,9.3,26.9,1509,0.9,92.0,59.6,522,453.9,35.0,10.0,2891,42.4
Szorosad,622,111.0,9.2,36.7,1515,,94.6,60.0,520,433.3,11.0,22.0,2913,44.4
Kisbárapáti,696,30.0,15.8,28.6,1057,,96.1,40.0,433,304.0,32.0,14.0,2440,17.4
Nágocs,428,66.0,9.9,33.5,1362,,97.7,49.2,471,374.8,43.0,7.0,2894,15.1
Kapoly,524,47.0,6.6,25.8,1347,,89.2,58.8,460,380.7,22.0,4.0,2929,72.5
Miklósi,663,56.0,3.1,32.6,1074,,91.6,55.9,419,477.5,16.0,43.0,2564,26.1
Tengőd,706,53.0,8.3,30.7,1083,,75.4,44.0,457,401.1,30.0,18.0,2367,10.5
Bonnya,662,47.0,17.9,20.7,946,,90.1,37.0,429,469.5,21.0,22.0,2208,22.2
Kára,1552,,3.6,51.7,865,,84.4,57.1,279,793.1,4.0,125.0,3094,37.5
Felsőnyék,506,93.0,6.6,25.2,1150,,99.0,49.6,439,337.1,91.0,7.0,2618,6.7
Kisszékely,709,109.0,5.6,34.5,1186,,82.6,42.7,422,450.9,24.0,15.0,2807,30.9
Diósberény,642,37.0,5.0,36.2,1223,,97.1,43.7,454,451.5,29.0,18.0,2692,14.5
Mucsi,544,52.0,7.3,22.4,684,,71.6,36.3,413,304.1,14.0,17.0,1656,10.3
Varsád,586,34.0,3.6,32.3,1154,1.9,96.6,45.3,459,363.6,21.0,11.0,2514,47.7
Keszőhidegkút,730,126.0,9.5,38.4,1183,,89.7,48.2,520,440.3,11.0,23.0,2276,43.2
Tolnanémedi,527,61.0,10.9,29.8,1544,,89.1,44.2,485,332.0,46.0,6.0,3182,13.6
Pári,485,52.0,8.1,25.7,967,,96.8,41.6,440,390.9,36.0,15.0,2196,21.5
Pincehely,503,106.0,7.9,30.5,1349,,97.3,50.2,492,411.4,225.0,2.0,2744,18.9
Udvari,529,36.0,6.4,32.9,1006,,88.5,44.7,510,375.0,20.0,20.0,1973,10.0
Belecska,420,61.0,2.4,21.5,893,,100.0,44.4,388,312.9,30.0,6.0,2302,40.5
Fürged,382,46.0,15.6,20.0,865,6.5,100.0,41.3,483,324.1,42.0,10.0,1790,11.2
Iregszemcse,425,105.0,6.6,24.7,1312,0.2,97.1,53.5,495,426.0,132.0,2.0,2649,17.7
Koppányszántó,801,38.0,12.4,32.7,940,,92.5,43.3,444,379.7,49.0,24.0,2116,7.3
Simontornya,495,153.0,10.9,33.4,1552,0.4,100.0,50.8,486,397.1,201.0,1.0,3190,10.7
Magyarkeszi,589,106.0,13.0,22.2,967,,96.7,37.7,419,379.1,79.0,5.0,2311,8.6
Regöly,515,78.0,7.7,35.7,1245,0.8,94.7,55.7,549,429.3,107.0,3.0,2268,9.6
Gyönk,378,155.0,7.3,36.6,1341,0.5,79.6,45.8,431,355.7,78.0,2.0,3113,26.3
Értény,380,14.0,20.2,10.2,782,,86.3,29.8,434,325.5,30.0,9.0,1804,38.9
Szakadát,662,98.0,9.1,39.2,682,2.8,100.0,48.8,285,357.8,14.0,29.0,2392,31.4
Nagykónyi,536,93.0,12.4,26.2,1035,0.6,88.2,43.9,446,373.4,175.0,4.0,2323,30.9
Tamási,487,222.0,6.7,29.6,1578,1.1,100.1,58.8,504,467.2,235.0,0.0,3132,26.5
Kalaznó,783,78.0,6.7,20.9,637,,81.2,47.2,333,410.9,15.0,26.0,1910,21.1
Nagyszékely,605,27.0,6.2,26.9,998,,96.9,47.1,391,370.7,54.0,12.0,2553,7.3
Nagyszokoly,475,56.0,9.1,20.3,894,,94.3,43.0,448,354.8,85.0,6.0,1993,10.6
Szárazd,510,40.0,13.3,24.7,672,,93.0,43.3,347,259.0,17.0,,1937,
Ozora,452,300.0,11.4,24.2,860,,97.7,42.9,423,347.6,124.0,3.0,2034,6.3
Újireg,559,41.0,8.5,34.7,918,,100.0,48.2,438,518.4,26.0,30.0,2096,27.3
Szakály,482,87.0,4.7,30.0,1211,0.4,92.9,51.3,471,421.3,131.0,3.0,2570,27.9
Hőgyész,413,134.0,6.5,30.6,1272,1.1,98.6,52.9,442,391.6,89.0,1.0,2880,21.4
Miszla,760,40.0,7.5,28.0,996,,88.4,39.9,454,456.0,33.0,21.0,2195,12.8
Dúzs,525,91.0,5.9,26.5,1360,1.9,84.3,42.2,500,337.9,11.0,37.0,2719,11.1
Kisapáti,445,29.0,13.0,19.0,1588,,100.0,55.1,519,416.7,28.0,25.0,3061,32.5
Monostorapáti,433,18.0,12.1,24.3,1655,,97.3,57.8,509,413.5,51.0,4.0,3253,40.1
Balatonhenye,423,146.0,14.1,21.9,1661,,94.7,42.2,485,372.3,25.0,91.0,3425,9.1
Zalahaláp,391,35.0,9.1,21.0,1681,,100.0,57.9,533,515.0,28.0,2.0,3155,57.3
Kővágóörs,533,58.0,11.0,24.0,1278,,100.5,54.4,431,500.0,27.0,8.0,2966,16.5
Gyulakeszi,381,88.0,9.0,28.4,1385,0.5,99.2,56.5,471,428.6,39.0,9.0,2941,38.2
Hegyesd,567,,8.5,28.7,1580,,98.9,57.3,459,518.3,12.0,59.0,3445,35.3
Lesencetomaj,358,47.0,5.0,23.9,1167,,96.4,44.8,409,377.4,48.0,4.0,2854,53.2
Kékkút,898,204.0,,18.4,2694,,86.4,57.1,621,816.3,11.0,9.0,4337,84.5
Balatonrendes,601,,8.8,30.1,1437,,97.9,57.4,467,558.3,13.0,42.0,3076,25.0
Lesenceistvánd,400,31.0,8.1,23.7,1448,1.6,97.4,59.2,489,412.3,63.0,9.0,2962,24.1
Taliándörögd,388,63.0,8.3,19.8,1590,,99.7,56.2,529,361.1,27.0,7.0,3003,29.6
Badacsonytomaj,512,209.0,7.2,28.5,1572,0.9,100.0,64.0,508,480.0,91.0,1.0,3093,37.0
Szigliget,498,213.0,7.4,29.1,1899,1.9,98.8,61.8,493,538.5,13.0,4.0,3856,22.9
Raposka,409,,6.1,23.6,1672,,97.0,60.5,531,557.9,27.0,63.0,3152,12.5
Tapolca,488,193.0,7.8,31.8,1663,1.4,99.6,59.3,503,454.6,419.0,0.0,3309,28.5
Salföld,629,,14.7,28.6,1505,,90.9,55.9,437,542.9,10.0,30.0,3446,63.6
Mindszentkálla,545,48.0,15.5,27.8,1564,,100.0,62.6,533,578.9,43.0,26.0,2936,15.4
Káptalantóti,413,100.0,6.1,20.8,1207,,95.1,57.3,504,442.9,68.0,9.0,2394,30.2
Köveskál,548,62.0,11.8,30.3,1509,,99.4,60.8,474,523.2,53.0,10.0,3180,22.9
Révfülöp,509,174.0,5.9,29.2,1604,2.4,96.4,58.5,454,468.0,44.0,2.0,3536,41.0
Uzsa,549,35.0,8.2,30.9,1803,,96.2,62.3,534,545.1,7.0,7.0,3373,55.7
Hegymagas,500,185.0,12.0,21.9,1448,2.9,99.3,57.5,507,566.7,31.0,22.0,2857,48.9
Nemesvita,638,65.0,8.8,32.2,1389,1.3,89.8,56.7,471,573.3,27.0,16.0,2950,30.6
Nemesgulács,417,87.0,7.6,30.6,1440,1.0,99.7,58.3,497,462.4,52.0,2.0,2898,65.2
Kapolcs,507,96.0,11.9,19.9,1631,,99.5,53.0,533,375.6,18.0,16.0,3058,31.7
Lesencefalu,517,34.0,12.0,19.4,1086,2.7,99.3,59.0,464,425.2,18.0,26.0,2343,20.5
Badacsonytördemic,524,102.0,9.1,26.9,1327,,100.0,56.4,449,467.1,26.0,6.0,2955,28.8
Vigántpetend,637,168.0,10.2,17.3,1797,,97.3,46.6,515,441.3,22.0,42.0,3491,20.8
Ábrahámhegy,599,72.0,6.5,26.4,1502,,99.1,60.5,462,593.5,47.0,7.0,3249,43.3
Balatonederics,452,127.0,7.8,27.5,1348,0.4,100.2,57.3,470,489.3,65.0,5.0,2870,29.6
Sáska,446,,10.9,26.0,1443,,96.9,51.6,482,487.7,19.0,20.0,2995,59.2
Szentbékkálla,546,49.0,6.7,21.0,2012,,94.6,60.0,533,512.2,28.0,20.0,3774,13.7
Várgesztes,332,45.0,4.9,22.9,2444,1.1,100.0,61.6,558,504.5,15.0,13.0,4379,46.8
Héreg,397,55.0,6.9,22.9,1792,0.3,99.8,60.5,543,379.2,28.0,7.0,3303,28.3
Tarján,387,107.0,5.9,24.5,2119,0.6,100.0,61.0,522,442.7,68.0,1.0,4059,49.9
Környe,376,109.0,6.4,25.4,2127,0.4,91.9,60.7,530,470.5,70.0,1.0,4012,60.9
Vértessomló,392,43.0,5.1,24.3,2387,0.4,97.6,61.4,534,511.4,44.0,8.0,4470,27.1
Tatabánya,482,116.0,7.3,26.8,2187,1.5,99.6,62.3,539,443.7,144.0,0.0,4053,28.4
Vértesszőlős,356,174.0,6.5,22.4,2389,0.9,92.4,60.0,532,441.5,35.0,2.0,4486,48.9
Gyermely,361,45.0,6.8,21.1,2204,0.3,100.0,60.9,545,482.6,25.0,2.0,4047,47.4
Szomor,371,55.0,7.2,25.8,2208,,95.3,60.0,578,484.0,33.0,5.0,3817,31.5
Szárliget,344,36.0,6.7,19.4,2327,1.1,99.9,61.6,538,434.5,10.0,5.0,4322,23.1
Baj,381,39.0,6.0,21.1,2236,0.8,95.0,60.9,554,493.0,34.0,3.0,4037,40.2
Tata,439,162.0,6.4,26.5,2374,0.9,99.4,63.2,529,442.2,212.0,0.0,4486,42.3
Neszmély,418,74.0,8.4,25.8,1897,0.8,100.0,58.0,509,464.7,29.0,4.0,3728,48.5
Vértestolna,409,36.0,5.8,25.9,1937,2.6,99.1,65.5,498,458.9,7.0,21.0,3886,25.5
Kocs,375,84.0,6.8,24.9,2059,,100.0,61.7,573,431.7,125.0,2.0,3596,19.9
Naszály,369,46.0,8.0,22.5,2006,0.5,100.0,59.1,534,431.8,55.0,4.0,3757,24.0
Dunaalmás,375,62.0,8.0,20.9,2031,0.2,100.0,52.2,505,409.4,17.0,4.0,4019,48.4
Szomód,364,40.0,6.7,23.0,2318,1.1,94.0,63.1,544,483.3,77.0,4.0,4258,35.9
Tardos,418,30.0,7.9,24.2,2007,0.2,100.0,61.9,546,445.4,47.0,3.0,3679,21.3
Dunaszentmiklós,376,20.0,5.7,19.0,2256,0.6,100.0,71.8,528,454.0,6.0,13.0,4270,45.3
Rábaszentmihály,454,68.0,3.7,30.2,2031,1.9,100.0,62.3,573,528.2,29.0,13.0,3545,25.3
Mórichida,430,60.0,2.3,24.0,1979,3.4,100.0,64.3,558,444.0,53.0,7.0,3544,29.5
Kisbabot,450,83.0,0.8,27.7,1762,3.4,100.0,64.8,483,388.4,19.0,33.0,3645,30.0
Árpás,528,41.0,9.6,26.4,1832,2.7,100.0,57.3,541,520.3,24.0,30.0,3385,21.2
Tét,356,108.0,6.7,22.9,1963,2.2,94.2,58.3,523,400.6,154.0,1.0,3750,35.1
Csikvánd,461,60.0,4.1,23.7,2056,2.2,100.0,59.9,511,359.8,28.0,17.0,4024,16.9
Rábaszentmiklós,465,,11.5,33.8,1494,2.4,97.0,56.3,487,436.6,16.0,83.0,3070,8.3
Gyarmat,417,87.0,5.0,23.3,2283,1.1,100.0,64.0,553,407.4,88.0,5.0,4130,13.5
Győrszemere,366,36.0,5.1,18.6,2336,3.0,99.7,62.1,548,413.1,60.0,3.0,4259,24.0
Gyömöre,421,41.0,6.6,22.7,2033,1.0,90.1,57.0,532,357.0,51.0,7.0,3823,18.4
Felpéc,384,31.0,5.5,21.5,2175,2.9,100.0,60.7,517,414.1,59.0,13.0,4210,32.5
Rábacsécsény,417,68.0,5.4,22.5,2114,4.0,99.6,67.5,569,528.8,49.0,10.0,3715,32.7
Szerecseny,450,97.0,7.6,25.5,1830,1.3,92.7,54.0,499,368.5,28.0,15.0,3665,6.0
Mérges,434,,5.8,19.7,1494,,100.0,51.9,487,368.9,10.0,83.0,3070,66.7
Tiszaszentimre,556,72.0,15.3,29.1,1185,1.0,97.0,46.3,489,397.2,133.0,2.0,2423,9.2
Tiszaigar,535,71.0,13.2,27.8,1146,,96.6,41.0,478,361.7,57.0,6.0,2397,26.6
Tiszafüred,498,189.0,10.8,30.5,1502,1.5,100.1,55.4,500,393.2,211.0,0.0,3002,10.0
Tiszaörs,508,68.0,14.2,23.3,1120,,96.1,46.3,506,333.8,71.0,3.0,2215,15.2
Nagyiván,489,58.0,9.4,28.9,1134,8.9,92.7,52.2,520,333.7,84.0,2.0,2182,22.8
Tiszaderzs,637,51.0,9.1,23.6,1005,,90.6,38.1,462,313.1,29.0,6.0,2173,9.6
Tiszaszőlős,441,63.0,14.0,22.1,1200,0.9,92.6,45.1,494,302.9,78.0,4.0,2429,12.4
Lakitelek,422,153.0,8.3,23.9,1663,,94.4,56.9,510,444.2,243.0,1.0,3263,19.0
Tiszakécske,444,142.0,7.4,25.1,1725,0.2,98.5,56.2,503,456.7,567.0,0.0,3432,5.7
Tiszaalpár,457,132.0,11.0,23.1,1464,0.3,93.3,52.9,487,392.1,243.0,1.0,3005,7.6
Szentkirály,487,89.0,6.7,20.1,1555,0.3,61.8,62.1,577,531.2,389.0,2.0,2696,25.9
Tiszaug,440,63.0,7.4,22.9,1288,,100.0,47.7,427,344.2,43.0,6.0,3016,9.2
Nemesbikk,394,21.0,13.0,24.3,1338,0.4,71.6,57.0,484,285.1,56.0,7.0,2766,23.1
Hejőkürt,509,35.0,14.0,22.5,1977,,96.6,55.6,596,356.4,27.0,6.0,3315,81.1
Kiscsécs,244,,15.5,9.8,765,,38.0,18.6,464,146.3,3.0,125.0,1649,25.0
Hejőbába,290,53.0,7.4,15.8,1233,1.4,87.4,42.3,447,273.9,32.0,3.0,2757,32.6
Sajószöged,378,76.0,7.4,25.3,2280,0.4,100.0,58.3,508,442.3,48.0,3.0,4484,40.1
Hejőkeresztúr,389,38.0,10.7,21.2,1528,0.7,94.7,55.2,475,381.5,15.0,6.0,3213,25.0
Szakáld,573,101.0,10.6,26.3,1527,0.9,72.7,50.7,515,477.3,17.0,26.0,2965,5.1
Hejőszalonta,311,13.0,14.0,13.0,875,0.7,64.7,37.3,438,215.0,15.0,13.0,1997,22.7
Kesznyéten,363,45.0,8.5,15.1,1018,0.4,58.3,41.8,409,221.5,61.0,4.0,2487,22.3
Muhi,474,45.0,6.5,26.6,1953,0.6,85.2,60.0,523,503.4,4.0,11.0,3732,41.4
Oszlár,643,,13.8,41.3,1745,,90.8,43.9,529,486.0,10.0,25.0,3299,42.5
Tiszaújváros,493,152.0,7.5,27.6,2487,1.6,100.1,62.0,541,443.9,47.0,0.0,4597,53.6
Girincs,331,35.0,13.6,15.5,955,,70.8,38.9,431,220.9,13.0,5.0,2215,35.7
Nagycsécs,360,50.0,10.8,22.9,1250,,85.0,47.8,475,328.7,7.0,8.0,2632,34.1
Sajóörös,377,39.0,7.2,21.1,2596,0.6,98.1,60.9,537,461.1,11.0,7.0,4835,39.3
Tiszapalkonya,438,35.0,9.8,24.0,1481,,97.4,52.2,528,379.1,31.0,4.0,2802,45.2
Tiszadob,434,107.0,12.6,20.0,1082,0.8,83.1,42.7,457,268.4,83.0,2.0,2365,13.0
Tiszaeszlár,453,101.0,13.6,19.3,915,,78.2,40.0,450,248.1,120.0,2.0,2032,10.5
Szorgalmatos,351,51.0,4.4,15.1,1383,1.2,100.0,47.4,537,405.7,29.0,9.0,2575,35.5
Tiszavasvári,375,122.0,8.6,22.6,1335,0.3,92.8,51.2,461,336.9,227.0,0.0,2892,15.2
Tiszadada,461,94.0,7.9,25.0,1002,,93.2,42.1,469,300.8,104.0,3.0,2135,5.2
Tiszalök,434,131.0,6.7,25.1,1514,,93.4,52.0,505,350.7,92.0,1.0,2997,24.7
Tarcal,469,113.0,15.1,23.7,1357,0.3,92.7,46.5,468,368.5,143.0,1.0,2898,24.0
Bodrogkeresztúr,582,193.0,8.5,34.2,1546,,91.9,52.5,476,469.0,104.0,3.0,3245,37.7
Bodrogkisfalud,498,69.0,14.9,25.8,1487,,90.0,49.8,534,416.7,45.0,6.0,2786,29.2
Csobaj,495,77.0,18.3,25.8,1021,,76.1,44.6,456,337.9,50.0,6.0,2238,23.4
Taktabáj,382,35.0,17.9,15.4,643,,54.2,37.4,446,223.0,28.0,10.0,1442,14.9
Tokaj,436,217.0,8.0,29.2,1545,1.2,98.1,47.7,473,387.0,95.0,1.0,3264,25.7
Tiszaladány,534,66.0,7.3,25.2,1050,,77.6,51.1,489,362.3,69.0,8.0,2147,11.5
Szegilong,575,145.0,12.7,27.1,1385,,87.4,46.5,547,463.8,30.0,42.0,2531,8.3
Tiszatardos,791,91.0,16.1,24.5,1036,,64.9,39.4,496,504.5,24.0,36.0,2090,7.1
Erdőbénye,777,146.0,12.7,28.3,1277,,68.1,49.6,470,412.7,81.0,3.0,2717,25.1
Szegi,598,40.0,18.4,25.1,1451,,94.7,46.5,621,510.0,27.0,14.0,2337,49.3
Fadd,401,83.0,8.0,28.6,1497,0.7,91.3,49.6,441,360.7,121.0,2.0,3399,17.7
Fácánkert,457,81.0,7.4,25.4,1439,,100.0,56.8,509,471.8,45.0,8.0,2826,32.5
Bogyiszló,463,71.0,8.7,29.7,1293,,89.8,50.7,485,412.4,304.0,3.0,2665,11.6
Tolna,428,140.0,7.0,32.2,1732,0.4,96.7,56.7,471,448.3,212.0,0.0,3680,26.9
Tiszapüspöki,426,55.0,11.7,22.1,1088,0.2,98.9,47.0,450,302.5,54.0,4.0,2419,18.8
Kuncsorba,554,75.0,13.8,29.8,1569,,93.6,50.4,568,344.6,49.0,9.0,2761,21.9
Tiszatenyő,468,69.0,12.5,25.2,1454,,95.9,51.8,533,320.4,63.0,4.0,2729,19.8
Örményes,494,86.0,7.7,30.7,1524,,98.0,59.0,556,363.3,93.0,3.0,2740,28.7
Törökszentmiklós,470,132.0,9.8,28.2,1542,0.6,98.1,52.9,498,343.2,387.0,0.0,3099,22.5
Fegyvernek,442,85.0,10.5,26.0,1393,0.2,98.3,50.3,490,321.9,128.0,1.0,2841,20.1
Kengyel,427,73.0,11.1,25.3,1517,0.2,98.3,54.1,528,299.5,127.0,2.0,2875,15.6
Vácrátót,343,47.0,7.2,19.5,1977,0.5,96.0,57.7,537,441.9,35.0,3.0,3680,29.4
Sződ,355,28.0,7.2,19.9,1992,0.4,75.9,60.4,506,365.2,36.0,3.0,3936,29.9
Rád,343,39.0,7.1,19.6,2289,,96.7,58.1,558,414.3,44.0,6.0,4105,19.1
Acsa,347,58.0,8.9,24.6,1757,0.8,89.4,51.4,540,369.0,20.0,6.0,3252,15.5
Vácduka,308,28.0,5.7,13.6,2065,,101.1,60.6,515,420.8,32.0,11.0,4012,28.6
Kosd,384,29.0,9.5,23.7,1829,1.0,91.1,56.1,503,473.7,122.0,5.0,3634,15.7
Püspökhatvan,372,65.0,7.4,26.3,1730,0.5,89.3,54.7,502,400.0,42.0,6.0,3446,8.6
Püspökszilágy,403,13.0,5.7,24.7,1900,,96.7,60.0,483,467.7,19.0,7.0,3937,29.7
Vác,470,161.0,6.6,26.0,2129,0.5,100.5,60.1,502,425.7,138.0,0.0,4238,38.4
Kisnémedi,447,16.0,9.9,27.7,1753,,96.9,54.4,486,493.8,18.0,11.0,3610,38.3
Sződliget,345,86.0,7.0,23.7,2266,0.3,96.8,58.4,498,427.9,10.0,2.0,4553,43.9
Csörög,321,23.0,12.4,18.4,1444,0.2,93.7,49.6,475,418.0,3.0,9.0,3039,26.7
Váckisújfalu,368,22.0,5.2,26.4,1940,,92.4,61.2,508,530.3,15.0,15.0,3816,43.1
Galgagyörk,367,63.0,5.7,26.7,1738,,85.2,52.7,490,406.3,36.0,8.0,3546,25.4
Csővár,413,34.0,5.3,31.0,1808,,89.8,53.6,480,1176.0,13.0,10.0,3762,31.3
Váchartyán,367,71.0,8.0,24.7,1826,0.3,96.9,58.2,495,445.5,30.0,4.0,3685,35.2
Őrbottyán,348,60.0,8.0,20.7,2015,0.3,100.7,57.9,506,461.2,108.0,1.0,3980,28.4
Penc,352,77.0,6.3,22.1,2016,0.4,93.5,60.6,530,423.6,27.0,6.0,3805,19.3
Ősi,391,41.0,11.3,24.5,1721,0.5,100.0,55.7,531,421.2,61.0,4.0,3241,19.6
Jásd,515,30.0,8.0,30.4,1874,,100.6,54.5,541,450.7,31.0,14.0,3462,18.3
Berhida,362,96.0,11.3,23.8,1619,0.4,99.9,48.7,493,383.1,61.0,1.0,3285,30.9
Várpalota,456,122.0,8.5,26.6,2020,0.4,98.0,60.1,542,413.2,196.0,0.0,3729,21.5
Tés,504,48.0,11.1,31.3,1780,0.4,100.5,51.5,492,423.1,42.0,15.0,3617,13.8
Pétfürdő,448,64.0,6.7,27.6,1961,0.6,97.1,59.1,513,438.5,18.0,1.0,3825,56.1
Vilonya,356,29.0,9.8,19.8,1743,,101.3,57.6,539,431.1,26.0,20.0,3236,19.6
Öskü,378,50.0,7.3,26.5,1891,0.3,99.9,60.9,538,424.4,32.0,5.0,3513,23.1
Kisvarsány,394,72.0,9.6,23.4,1370,,93.7,50.5,506,424.5,79.0,8.0,2708,19.4
Ilk,335,57.0,16.4,18.9,780,,86.4,36.9,399,294.1,54.0,5.0,1953,11.6
Gelénes,403,51.0,22.6,20.2,824,,86.1,39.0,414,283.1,54.0,9.0,1992,20.2
Tiszavid,333,18.0,6.6,13.4,641,,82.5,34.5,383,234.6,62.0,18.0,1673,12.7
Beregsurány,254,100.0,11.7,17.1,872,7.3,95.2,41.0,339,324.8,30.0,3.0,2576,64.7
Aranyosapáti,334,45.0,9.7,17.0,796,,80.0,38.1,436,293.4,94.0,3.0,1825,9.2
Olcsva,383,44.0,14.4,22.3,926,1.1,82.9,37.1,403,397.9,71.0,12.0,2299,23.8
Gyüre,348,57.0,15.3,19.7,1013,,90.9,38.2,457,323.3,79.0,6.0,2216,15.8
Csaroda,419,103.0,7.9,28.9,1409,,98.8,54.5,478,379.7,67.0,6.0,2949,26.8
Gulács,383,63.0,5.9,19.5,803,,92.6,47.7,406,334.0,127.0,5.0,1977,8.3
Barabás,384,71.0,6.3,24.5,833,,82.4,46.9,391,338.0,114.0,4.0,2131,38.1
Beregdaróc,356,93.0,20.1,18.0,886,,87.2,40.2,411,278.8,96.0,4.0,2155,30.2
Tarpa,348,66.0,10.1,19.2,851,1.5,95.7,46.3,403,306.7,249.0,2.0,2112,12.7
Tiszakerecseny,413,63.0,4.8,20.8,713,,85.9,40.3,381,255.5,127.0,5.0,1872,13.1
Vásárosnamény,416,235.0,8.5,27.1,1559,0.8,99.9,51.4,500,426.2,376.0,0.0,3118,40.6
Nagyvarsány,405,30.0,8.5,24.9,1569,,94.2,54.2,525,419.4,103.0,4.0,2989,22.1
Hetefejércse,393,74.0,0.6,27.8,751,,99.1,39.4,392,248.1,27.0,16.0,1915,30.2
Tiszaszalka,417,69.0,8.3,29.5,1482,,94.2,55.6,495,377.7,118.0,4.0,2993,19.4
Mátyus,500,106.0,3.6,28.7,516,,81.6,35.8,279,187.9,44.0,13.0,1849,48.7
Tákos,418,62.0,6.8,28.2,1241,,100.0,60.2,493,393.2,46.0,18.0,2517,14.3
Nyírmada,331,64.0,15.9,18.7,970,0.9,94.6,41.2,438,289.7,184.0,1.0,2214,21.6
Tiszaadony,401,31.0,7.5,24.7,1021,,84.2,47.4,438,291.7,120.0,6.0,2332,20.1
Pusztadobos,345,66.0,17.6,16.4,1031,,91.1,40.4,457,269.9,120.0,4.0,2256,12.7
Jánd,385,41.0,7.8,22.7,1139,,100.0,53.4,492,357.1,71.0,6.0,2313,18.9
Vámosatya,445,91.0,1.3,30.1,934,,91.4,54.2,467,343.1,88.0,8.0,1998,5.8
Gemzse,352,25.0,8.5,17.9,767,,71.7,34.5,377,296.4,65.0,9.0,2032,23.5
Márokpapi,387,70.0,5.0,22.0,781,,84.7,44.2,333,303.7,58.0,12.0,2343,16.9
Lónya,375,29.0,10.8,21.2,582,,75.9,44.6,324,228.1,120.0,5.0,1799,19.4
Győrvár,481,67.0,8.0,26.4,1716,7.0,100.4,58.9,544,446.1,20.0,10.0,3152,37.9
Sárfimizdó,893,133.0,3.4,44.0,1149,,94.0,50.8,422,733.3,10.0,125.0,2727,25.0
Egervölgy,656,87.0,10.5,26.9,1559,1.9,96.5,57.5,537,450.9,17.0,24.0,2907,38.1
Bérbaltavár,603,125.0,6.2,25.3,1237,2.7,98.6,50.1,478,436.3,49.0,11.0,2585,26.4
Telekes,402,62.0,9.4,21.2,1331,2.1,99.5,50.6,544,421.2,17.0,18.0,2446,10.9
Pácsony,531,82.0,2.7,28.2,1578,5.7,100.0,54.3,551,555.1,20.0,34.0,2864,51.7
Csehi,602,41.0,3.7,23.7,1487,9.3,99.3,53.0,525,473.0,21.0,63.0,2832,31.3
Kám,500,125.0,6.8,26.3,1983,2.8,100.0,59.5,556,555.0,33.0,6.0,3565,65.1
Csehimindszent,530,90.0,12.7,28.3,1749,1.5,94.9,54.4,552,466.9,17.0,9.0,3167,45.0
Püspökmolnári,444,68.0,6.1,25.3,1854,3.7,99.7,61.1,507,428.9,70.0,10.0,3659,38.5
Oszkó,466,62.0,5.8,22.5,1573,3.7,99.7,58.4,519,466.5,53.0,7.0,3030,28.1
Mikosszéplak,477,33.0,9.6,26.3,1099,,100.0,40.7,401,411.2,18.0,45.0,2740,36.4
